title,company,location,experience,salary,status,note,applied_at,url
Python Developer,N/A,Bengaluru,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:27:18,https://www.naukri.com/job-listings-python-developer-billions-united-bengaluru-0-to-2-years-250725500803
Python Developer,N/A,"Hyderabad, New Delhi, Bengaluru, Mumbai, Kolkata, Pune, Chennai",0-3 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:27:47,https://www.naukri.com/job-listings-python-developer-appzlogic-mobility-solutions-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-3-years-121124502854
Python Developer,N/A,Bengaluru,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:28:14,https://www.naukri.com/job-listings-python-developer-hunter-tech-ventures-pvt-ltd-bengaluru-0-to-2-years-140524501680
Python Developer,N/A,Hyderabad,0-5 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:28:42,https://www.naukri.com/job-listings-python-developer-clerro-technologies-hyderabad-0-to-5-years-140225501883
Python Developer,N/A,Noida,0-4 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:29:09,https://www.naukri.com/job-listings-python-developer-consultit-noida-0-to-4-years-020724502596
Python Developer,N/A,Vadodara,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:29:36,https://www.naukri.com/job-listings-python-developer-pavans-group-techsoft-private-limited-vadodara-0-to-2-years-270426503509
Full Stack Developer,N/A,"Hyderabad, New Delhi, Bengaluru, Mumbai, Kolkata, Pune, Chennai",0-3 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:30:03,https://www.naukri.com/job-listings-full-stack-developer-tech-stalwart-solution-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-3-years-040225508253
Full Stack Developer Intern,N/A,Hyderabad,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:30:30,https://www.naukri.com/job-listings-full-stack-developer-intern-cerebroneai-hyderabad-0-to-2-years-110725500486
Fullstack Developer,N/A,Bengaluru,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:30:57,https://www.naukri.com/job-listings-fullstack-developer-digantara-bengaluru-0-to-3-years-200625501806
Python Developer,N/A,Hyderabad,0-4 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:31:24,https://www.naukri.com/job-listings-python-developer-virtue-software-technologies-private-limited-hyderabad-0-to-4-years-140725503018
MERN Stack Developer,N/A,Surat,0-5 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:31:51,https://www.naukri.com/job-listings-mern-stack-developer-vasundhara-vision-surat-0-to-5-years-120925502436
Web Development with Gen AI - Intern,N/A,Bengaluru,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:32:18,https://www.naukri.com/job-listings-web-development-with-gen-ai-intern-futureacad-bengaluru-0-to-1-years-200226505622
Python Developer,N/A,Kolkata,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:32:45,https://www.naukri.com/job-listings-python-developer-codez-in-kolkata-0-to-3-years-230126501224
Backend Developer,N/A,Bhilai,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:33:12,https://www.naukri.com/job-listings-backend-developer-link-ideas-technologies-bhilai-0-to-3-years-270525502132
Backend Developer,N/A,Ahmedabad,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:33:39,https://www.naukri.com/job-listings-backend-developer-flying-lion-media-ahmedabad-0-to-2-years-111125502500
Python Developer,N/A,Ahmedabad,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:34:06,https://www.naukri.com/job-listings-python-developer-flying-lion-media-ahmedabad-0-to-3-years-111125502489
Python Developer,N/A,Coimbatore,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:34:33,https://www.naukri.com/job-listings-python-developer-adhoc-softwares-coimbatore-0-to-3-years-111125502483
Python Developer,N/A,Coimbatore,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:35:00,https://www.naukri.com/job-listings-python-developer-idreamdevelopers-coimbatore-0-to-3-years-060226506383
Full Stack Developer,N/A,"Hyderabad, New Delhi, Bengaluru, Mumbai, Kolkata, Pune, Chennai",0-5 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:35:27,https://www.naukri.com/job-listings-full-stack-developer-netlink-software-group-america-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-5-years-150125501603
Full Stack Software Engineer,N/A,"Hyderabad, New Delhi, Bengaluru, Mumbai, Kolkata, Pune, Chennai",0-2 Yrs,N/A,applied,Apply flow completed,2026-05-01 14:35:55,https://www.naukri.com/job-listings-full-stack-software-engineer-cybernetics-controls-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-2-years-141124505032
