title,company,location,experience,salary,status,note,applied_at,url
AI Data & Full Stack Engineer,"Shahi
3.92.2K Reviews",Bengaluru,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:43:47,https://www.naukri.com/job-listings-ai-data-full-stack-engineer-shahi-bengaluru-0-to-1-years-040526011718
Trainee Software Engineer,"Netnautix Technologies
3.94 Reviews",Hybrid - Pune,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:44:11,https://www.naukri.com/job-listings-trainee-software-engineer-netnautix-technologies-private-limited-pune-0-to-1-years-050526033762
Associate Software Engineer,BA Products And Systems India Pvt Ltd(BAPS Consulting),Coimbatore,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:44:34,https://www.naukri.com/job-listings-associate-software-engineer-ba-products-and-systems-india-pvt-ltd-baps-consulting-coimbatore-0-to-1-years-040526006836
Associate Software Developer,"Conceptia
4.2125 Reviews",Bengaluru(Banashankari Stage III),0-1 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:44:59,https://www.naukri.com/job-listings-associate-software-developer-conceptia-bengaluru-0-to-1-years-070226004966
Fullstack Developer,Akana Services,Mysuru(University of Mysore),0-1 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:45:23,https://www.naukri.com/job-listings-fullstack-developer-akana-services-mysuru-0-to-1-years-200426000615
Software Analyst,"PTC
4.2581 Reviews",Pune,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:45:47,https://www.naukri.com/job-listings-software-analyst-ptc-software-india-pune-0-to-2-years-140426020797
Full Stack Developer,"Saral Erp Solutions
4.14 Reviews",Meerut,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:46:15,https://www.naukri.com/job-listings-full-stack-developer-saral-erp-solutions-p-ltd-meerut-meerut-0-to-1-years-020226501168
YII Developers,"Waytoweb
1.915 Reviews",Ahmedabad,0-5 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:46:42,https://www.naukri.com/job-listings-yii-developers-waytoweb-private-limited-ahmedabad-0-to-5-years-010724500879
Software Engineer,"Simreka
4.518 Reviews",Bengaluru,0-6 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:47:10,https://www.naukri.com/job-listings-software-engineer-simreka-devtaar-gmbh-bengaluru-0-to-6-years-210126502867
Senior Backend Engineer,"Geekyants
3.4117 Reviews",Bengaluru,0-6 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:47:37,https://www.naukri.com/job-listings-senior-backend-engineer-geekyants-bengaluru-0-to-6-years-200126505934
Software Programmer - Data Analytics,Seaportai,Chennai,0-5 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:48:05,https://www.naukri.com/job-listings-software-programmer-data-analytics-seaportai-chennai-0-to-5-years-060426500588
Interim Engineering Intern - Systems,"Qualcomm
3.71.2K Reviews","Hyderabad, Bengaluru",0-2 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:48:32,https://www.naukri.com/job-listings-interim-engineering-intern-systems-qualcomm-india-pvt-ltd-hyderabad-bengaluru-0-to-2-years-280426922555
Software Developer,"Amazon
3.931.4K Reviews","Hyderabad, Bengaluru, Chennai",0-2 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:49:16,https://www.naukri.com/job-listings-software-developer-amazon-hyderabad-chennai-bengaluru-0-to-2-years-060426030383
Computer Science Faculty,"Sunstone Education
3.7400 Reviews",Pune,0-6 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:49:39,https://www.naukri.com/job-listings-computer-science-faculty-sunstone-pune-0-to-6-years-220426033892
R & D Engineer,"ABB
4.03.4K Reviews",Hybrid - Bengaluru,0-3 Yrs,N/A,applied,Submitted successfully,2026-05-07 14:49:53,https://www.naukri.com/job-listings-r-d-engineer-abb-india-limited-bengaluru-0-to-3-years-280426926957
Join Our Innovation-Driven Software Project! (Freshers Welcome ),Softblobs,Hyderabad,0-1 Yrs,N/A,applied,Submitted successfully,2026-05-07 14:50:07,https://www.naukri.com/job-listings-join-our-innovation-driven-software-project-freshers-welcome-softblobs-hyderabad-0-to-1-years-150725023014
Junior Management Trainee AI & Science,"Aganitha Cognitive Solutions
4.126 Reviews",Hyderabad,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:50:34,https://www.naukri.com/job-listings-junior-management-trainee-ai-science-aganitha-cognitive-solutions-hyderabad-0-to-1-years-100326503912
AI Intern,Bitstek Consulting,Hyderabad,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:51:02,https://www.naukri.com/job-listings-ai-intern-bitstek-consulting-hyderabad-0-to-3-years-230625500062
Intern,"Realpage
3.6641 Reviews",Hyderabad,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:51:30,https://www.naukri.com/job-listings-intern-realpage-inc-hyderabad-0-to-1-years-190525504590
ASO Specialist,"Pravasa Media
3.812 Reviews",Hyderabad,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-07 14:51:59,https://www.naukri.com/job-listings-aso-specialist-pravasa-media-llp-hyderabad-0-to-3-years-130924502946
