title,company,location,experience,salary,status,note,applied_at,url
BlockChain Developers,"Esolz Technologies
2.376 Reviews",Kolkata,0-4 Yrs,N/A,applied,Apply flow completed,2026-05-04 12:33:31,https://www.naukri.com/job-listings-blockchain-developers-esolz-technologies-pvt-ltd-kolkata-0-to-4-years-200426501249
Blockchain Developer,"Vdoit
2.837 Reviews",Gurugram,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-04 12:34:01,https://www.naukri.com/job-listings-blockchain-developer-vdoit-technologies-pvt-ltd-gurugram-0-to-3-years-301025506018
Golang developer,"Logic Planet
2.866 Reviews","Bengaluru, Hubli, Mangaluru, Mysuru, Belgaum",0-5 Yrs,N/A,applied,Apply flow completed,2026-05-04 12:34:28,https://www.naukri.com/job-listings-golang-developer-logicplanet-it-services-hubli-mangaluru-mysuru-bengaluru-belgaum-0-to-5-years-240226505121
AI Agent Developer Intern,"Purplle.com
3.5459 Reviews",Mumbai,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-04 12:34:56,https://www.naukri.com/job-listings-ai-agent-developer-intern-purplle-com-mumbai-0-to-1-years-300725504942
NodeJS developer,"Webnexus
4.113 Reviews",Chennai,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-04 12:35:26,https://www.naukri.com/job-listings-nodejs-developer-webnexs-chennai-0-to-3-years-270126502642
Python Developer,"Idreamdevelopers Coimbatore
4.82 Reviews",Coimbatore,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-04 12:35:54,https://www.naukri.com/job-listings-python-developer-idreamdevelopers-coimbatore-0-to-3-years-060226506383
QA Engineer - Frontend,Staples India Innovation Business Hub,Chennai,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-04 12:36:22,https://www.naukri.com/job-listings-qa-engineer-frontend-staples-india-innovation-business-hub-private-limited-chennai-0-to-2-years-070426500174
Sr Advanced Cyb Sec Archt/Engr,"Sparta Systems
4.113 Reviews",Bengaluru,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-04 12:36:50,https://www.naukri.com/job-listings-sr-advanced-cyb-sec-archt-engr-spartasystems-bengaluru-0-to-3-years-130426500278
Associate Software Engineer,"Blue Yonder
3.6679 Reviews",Bengaluru,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-04 12:37:17,https://www.naukri.com/job-listings-associate-software-engineer-jda-software-bengaluru-0-to-2-years-160126502971
Associate Software Engineer,"Blue Yonder
3.6679 Reviews",Hyderabad,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-04 12:37:46,https://www.naukri.com/job-listings-associate-software-engineer-jda-software-hyderabad-0-to-2-years-160126502970
Web Developer Fresher,"Turbomodus
3.612 Reviews",Hyderabad(HITEC City),0 Yrs,N/A,applied,Apply flow completed,2026-05-04 12:38:10,https://www.naukri.com/job-listings-web-developer-fresher-turbomodus-hyderabad-0-to-0-years-250426010088
Req of SEO||Digital Marketing,"Synmac Consultants Pvt. Ltd.
4.1157 Reviews","Chennai, Bangalore/ Bengaluru",0-4 Yrs,N/A,applied,Submitted successfully,2026-05-04 12:38:23,https://www.naukri.com/job-listings-req-of-seo-digital-marketing-synmac-consultants-pvt-ltd-chennai-bangalore-bengaluru-0-to-4-years-020526008748
Job role of SEO||Digital Marketing|| Executive,"Synmac Consultants Pvt. Ltd.
4.1157 Reviews","Chennai, Bangalore/ Bengaluru",0-4 Yrs,N/A,applied,Submitted successfully,2026-05-04 12:38:37,https://www.naukri.com/job-listings-role-of-seo-digital-marketing-executive-synmac-consultants-pvt-ltd-chennai-bangalore-bengaluru-0-to-4-years-020526008737
"Night shift (International voice), Freshers, Good communication",Creative Hands HR,"Hyderabad, Bengaluru, Chennai",0-5 Yrs,N/A,applied,Submitted successfully,2026-05-04 12:38:51,https://www.naukri.com/job-listings-night-shift-international-voice-freshers-good-communication-creative-hands-hr-hyderabad-chennai-bengaluru-0-to-5-years-040526002480
Frontend Developer - Technical Support Role - Remote,Transverser Labs,"Hybrid - Indore, Nagpur, Lucknow, Rajkot, Jaipur, Surat, Delhi / NCR",0-4 Yrs,N/A,applied,Apply flow completed,2026-05-04 12:39:14,https://www.naukri.com/job-listings-frontend-developer-technical-support-role-remote-transverser-labs-indore-nagpur-lucknow-rajkot-jaipur-surat-delhi-ncr-0-to-4-years-020526007051
Content Writer Intern,"Ymedia
2.94 Reviews","Bengaluru, Mumbai, Delhi / NCR",0-1 Yrs,N/A,applied,Submitted successfully,2026-05-04 12:39:34,https://www.naukri.com/job-listings-content-writer-intern-ymedia-io-mumbai-delhi-ncr-bengaluru-0-to-1-years-300426911780
Backend Developer Intern,Ecowiser,Remote,0-1 Yrs,N/A,applied,Submitted successfully,2026-05-04 12:39:48,https://www.naukri.com/job-listings-backend-developer-intern-ecowiser-hyderabad-0-to-1-years-300426913815
Django Training Interns,"Techquadra
4.612 Reviews",Nagpur,0-1 Yrs,N/A,applied,Submitted successfully,2026-05-04 12:40:02,https://www.naukri.com/job-listings-django-training-interns-techquadra-software-solutions-nagpur-0-to-1-years-300426913601
Junior Software Engineer,Aytech,"Ernakulam, Trivandrum",0-1 Yrs,N/A,applied,Submitted successfully,2026-05-04 12:40:20,https://www.naukri.com/job-listings-junior-software-engineer-aytech-ernakulam-trivandrum-0-to-1-years-300426910550
JR. BACKEND DEVELOPER,Azguards Technologies,Jamnagar,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-04 12:40:48,https://www.naukri.com/job-listings-jr-backend-developer-azguards-technologies-llp-jamnagar-0-to-3-years-300426502980
