title,company,location,experience,salary,status,note,applied_at,url
Fullstack Developer,Akana Services,Mysuru(University of Mysore),0-1 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:44:01,https://www.naukri.com/job-listings-fullstack-developer-akana-services-mysuru-0-to-1-years-200426000615
Associate Software Developer,"Conceptia
4.2125 Reviews",Bengaluru(Banashankari Stage III),0-1 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:44:23,https://www.naukri.com/job-listings-associate-software-developer-conceptia-bengaluru-0-to-1-years-070226004966
Software Analyst,"PTC
4.2580 Reviews",Pune,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:44:45,https://www.naukri.com/job-listings-software-analyst-ptc-software-india-pune-0-to-2-years-140426020797
Full Stack Developer,"Chowgule Mediconsult
1.712 Reviews",Mumbai,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:45:13,https://www.naukri.com/job-listings-full-stack-developer-chowgule-mediconsult-mumbai-0-to-3-years-130426503002
Backend Developer,"Flying Lion Media
2.52 Reviews",Ahmedabad,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:45:39,https://www.naukri.com/job-listings-backend-developer-flying-lion-media-ahmedabad-0-to-2-years-111125502500
Trainee Software Engineer,"Jawk Softwares
3.213 Reviews",Pune,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:46:06,https://www.naukri.com/job-listings-trainee-software-engineer-jawk-softwares-pune-0-to-1-years-090824500422
Jr . Odoo Developer,"Rdflex
4.02 Reviews",Gandhinagar,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:46:33,https://www.naukri.com/job-listings-jr-odoo-developer-rdflex-gandhinagar-0-to-2-years-090725501937
SF Developer,"Lorven Technologies
3.341 Reviews",Chennai,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:47:00,https://www.naukri.com/job-listings-sf-developer-lorventech-solutions-india-pvt-ltd-chennai-0-to-3-years-090326502170
Odoo Developer,"GNH Software India Pvt Ltd
4.63 Reviews",Chennai,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:47:27,https://www.naukri.com/job-listings-odoo-developer-gnh-software-india-pvt-ltd-chennai-0-to-3-years-071125501202
Associate Systems Engineer (Consultancy Division),Ayka Control Systems,Mumbai,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:47:54,https://www.naukri.com/job-listings-associate-systems-engineer-consultancy-division-ayka-control-systems-mumbai-0-to-3-years-070125501087
Platform Engineer,"Qube Cinema
3.7182 Reviews",Chennai,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:48:21,https://www.naukri.com/job-listings-platform-engineer-qube-cinema-chennai-0-to-3-years-060226507335
Platform Engineer,"Qube Cinema
3.7182 Reviews",Chennai,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:48:48,https://www.naukri.com/job-listings-platform-engineer-qube-cinema-chennai-0-to-3-years-060226507334
Platform Engineer,"Qube Cinema
3.7182 Reviews",Chennai,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:49:15,https://www.naukri.com/job-listings-platform-engineer-qube-cinema-chennai-0-to-3-years-060226507333
Platform Engineer - Qube XP,"Qube Cinema
3.7182 Reviews",Chennai,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:49:42,https://www.naukri.com/job-listings-platform-engineer-qube-xp-qube-cinema-chennai-0-to-3-years-060226503425
Trainee Software Developer,"Webearl
2.24 Reviews",Ahmedabad,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:50:09,https://www.naukri.com/job-listings-trainee-software-developer-webearl-technologies-ahmedabad-0-to-2-years-060125506680
Student Counselor Trainee,"Campus World
3.02 Reviews",Kochi,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:50:36,https://www.naukri.com/job-listings-student-counselor-trainee-campus-world-kochi-0-to-1-years-050625501010
BackEnd Developer,"Clikipedia
1.15 Reviews",Kolkata,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:51:03,https://www.naukri.com/job-listings-backend-developer-clickipedia-kolkata-0-to-1-years-050225504069
Big Data Developer,NEX Softsys,Rajkot,0-5 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:51:29,https://www.naukri.com/job-listings-big-data-developer-nex-softsys-rajkot-0-to-5-years-041125502085
Associate Software Developer,Ammendumm Technologies,Jaipur,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:51:56,https://www.naukri.com/job-listings-associate-software-developer-ammendumm-jaipur-0-to-2-years-040724500486
Backend Developer,Ambion Softwares,Erode,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-03 21:52:23,https://www.naukri.com/job-listings-backend-developer-ambion-softwares-erode-0-to-2-years-040724500476
