title,company,location,experience,salary,status,note,applied_at,url
Jr. Node.js Developer,"Website Developers India
2.429 Reviews",Mumbai,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:17:51,https://www.naukri.com/job-listings-jr-node-js-developer-website-developers-india-mumbai-0-to-3-years-241125502850
Full Stack Developer,"Synergylabs
3.67 Reviews",Gurugram,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:18:31,https://www.naukri.com/job-listings-full-stack-developer-synergylabs-technology-opc-private-limited-gurugram-0-to-3-years-201125502886
Frontend Developer[Vue.js],Digantara,Bengaluru,0-4 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:19:01,https://www.naukri.com/job-listings-frontend-developer-vue-js-digantara-bengaluru-0-to-4-years-200625503577
SDE 1,"Coding Ninjas
3.7338 Reviews",Gurugram,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:19:35,https://www.naukri.com/job-listings-sde-1-coding-ninjas-india-gurugram-0-to-1-years-170326503181
ROR Developer,Huntertech Ventures,Bengaluru,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:20:07,https://www.naukri.com/job-listings-ror-developer-hunter-tech-ventures-pvt-ltd-bengaluru-0-to-2-years-140524501678
Associate Software Engineer - Automation Tester,"Aegon Life
3.2463 Reviews",Mumbai,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:20:36,https://www.naukri.com/job-listings-associate-software-engineer-automation-tester-aegon-religare-life-insurance-company-ltd-mumbai-0-to-1-years-010426500293
PHP Developer,"Arenaitech
4.85 Reviews",Nagpur,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:21:06,https://www.naukri.com/job-listings-php-developer-arenaitech-pvt-ltd-nagpur-0-to-1-years-200426504584
BlockChain Developers,"Esolz Technologies
2.376 Reviews",Kolkata,0-4 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:21:35,https://www.naukri.com/job-listings-blockchain-developers-esolz-technologies-pvt-ltd-kolkata-0-to-4-years-200426501249
Software Engineer,Leading Client,"Bengaluru, Mumbai, Noida",0-2 Yrs,N/A,applied,Submitted successfully,2026-05-04 13:21:48,https://www.naukri.com/job-listings-software-engineer-talent-corner-hr-services-pvt-ltd-noida-mumbai-bengaluru-0-to-2-years-280426929795
"Intern- Python Developer, Newton","Affle
3.480 Reviews",Gurugram,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:22:18,https://www.naukri.com/job-listings-intern-python-developer-newton-affle-gurugram-0-to-1-years-290426502938
Custom Software Engineer,"Accenture
3.773.3K Reviews",Chennai,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:22:47,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-chennai-0-to-1-years-280426923921
Full Stack Developer Trainees,"Seertree Global
3.68 Reviews",Chennai,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:23:15,https://www.naukri.com/job-listings-full-stack-developer-trainees-seertree-global-services-chennai-0-to-1-years-291025504110
HTML5/CSS/JQuery/JavaScript Developer,"Askillt Solutions
1.93 Reviews",Jaipur,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:23:44,https://www.naukri.com/job-listings-html5-css-jquery-javascript-developer-askillt-solutions-jaipur-0-to-3-years-281025503029
Full Stack Developer Intern,ABEX Group,Chennai,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:24:13,https://www.naukri.com/job-listings-full-stack-developer-intern-abex-group-chennai-0-to-1-years-190226503073
Junior Python,Nividata,Ahmedabad,0-2 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:24:41,https://www.naukri.com/job-listings-junior-python-nividata-ahmedabad-0-to-2-years-170724501369
Flutter,"Waytoweb
1.915 Reviews",Ahmedabad,0-5 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:25:09,https://www.naukri.com/job-listings-flutter-waytoweb-private-limited-ahmedabad-0-to-5-years-170524501358
Technology Intern,"ARDEM Incorporated
3.9312 Reviews",Lucknow,0-3 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:25:37,https://www.naukri.com/job-listings-technology-intern-ardem-incorporated-lucknow-0-to-3-years-160226501268
Java - Developer,"Godigi Infotech
2.42 Reviews",Pune,0-1 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:26:06,https://www.naukri.com/job-listings-java-developer-godigi-infotech-pune-0-to-1-years-140224501786
Software Engineer Web App,Inextgen It Solutions,Chennai,0-4 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:26:34,https://www.naukri.com/job-listings-software-engineer-web-app-inextgen-it-solutions-chennai-0-to-4-years-100226504429
Senior Frontend Software Engineer,Cybernetics Controls,"Hyderabad, New Delhi, Bengaluru, Mumbai, Kolkata, Pune, Chennai",0-2 Yrs,N/A,applied,Apply flow completed,2026-05-04 13:27:03,https://www.naukri.com/job-listings-senior-frontend-software-engineer-cybernetics-controls-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-2-years-141124503707
